Birth,GU,LIFE,Sex,Marry,CLwkd1,CLwke1,HLwkd1,HLwke1,Job,Avg_income,cluster
1965,290,2,2,1,1,4,1,4,3,8,1
1975,290,2,2,5,1,3,1,5,5,6,4
1969,290,1,2,5,1,4,1,4,5,6,4
1964,290,2,1,1,1,5,1,4,5,8,6
1965,290,2,2,1,1,4,1,5,3,6,1
1961,290,2,1,1,1,5,1,4,5,5,6
1967,290,2,1,1,1,4,1,3,5,7,6
1975,290,2,2,1,1,3,1,4,5,6,1
1959,290,2,1,1,7,6,1,5,5,7,6
1969,290,2,2,1,1,5,1,3,3,5,1
1969,290,2,1,1,1,3,1,5,8,6,0
1964,290,2,2,1,1,5,1,5,5,5,1
1963,290,2,2,1,1,5,1,4,5,4,1
1964,290,2,1,1,1,5,1,4,3,5,6
1967,290,2,2,1,1,6,1,6,5,7,1
1957,290,3,2,1,1,4,1,5,5,9,1
1978,290,3,1,1,1,4,1,4,5,8,6
1974,290,2,1,1,1,4,1,4,3,9,6
1975,290,2,2,1,1,5,1,5,5,6,1
1964,290,3,2,1,1,2,1,3,5,4,1
1955,290,1,1,1,1,5,2,4,3,7,2
1956,290,1,1,1,1,4,1,6,5,5,2
1956,290,1,2,1,1,2,1,3,5,5,5
1976,290,2,2,3,1,4,1,6,5,5,1
1976,290,2,2,2,1,6,1,6,5,5,1
1963,290,2,1,1,1,5,1,4,3,8,6
1958,290,2,2,1,1,4,1,4,5,6,1
1974,290,1,1,1,1,7,4,7,5,6,2
1964,290,1,2,1,1,1,4,4,9,3,0
1984,290,2,1,1,1,1,1,6,7,6,0
1962,290,2,2,1,1,1,1,1,5,4,1
1956,290,1,1,1,1,2,1,2,5,4,2
1982,290,2,2,1,1,5,1,2,5,4,1
1962,290,2,1,2,1,3,1,3,5,5,6
1977,290,1,1,1,1,4,1,5,5,9,2
1977,290,1,1,1,1,5,1,5,5,5,2
1961,290,2,2,1,1,4,1,2,3,6,1
1962,290,2,1,1,1,4,1,3,5,10,6
1956,290,2,2,1,1,5,1,5,3,5,1
1969,290,2,1,1,1,4,1,8,5,9,6
1988,290,2,2,1,1,2,1,6,5,4,1
1966,290,2,2,2,1,5,1,5,5,6,1
1956,290,2,2,1,1,4,2,1,5,5,1
1975,290,2,2,2,1,5,1,4,3,4,1
1972,290,2,1,1,1,4,1,4,3,8,6
1974,290,1,1,1,1,1,3,3,5,9,2
1969,290,2,1,1,1,4,1,7,5,7,6
1974,290,1,1,1,1,6,2,3,5,6,2
1962,290,1,2,1,5,5,6,8,5,4,5
1973,290,1,1,1,1,5,1,6,5,5,2
1982,290,1,1,1,1,4,1,2,4,8,2
1968,290,1,1,1,1,4,1,4,4,5,2
1956,290,1,2,1,7,9,2,6,5,4,5
1988,290,2,1,1,1,5,5,4,5,5,6
1966,290,2,1,1,1,4,3,2,5,7,6
1958,290,2,1,3,1,3,9,2,5,8,6
1964,290,1,2,1,1,9,2,5,5,5,5
1971,290,2,1,1,1,3,1,3,5,6,6
1959,290,1,2,1,2,9,3,6,5,7,5
1955,290,1,2,2,1,7,5,3,5,4,5
1957,290,2,2,1,7,1,1,5,5,4,1
1976,290,1,1,1,1,9,5,8,8,7,0
1960,290,1,1,1,1,1,10,6,3,11,3
1982,290,1,2,5,5,9,1,9,9,3,4
1985,290,2,1,1,1,6,1,6,3,8,6
1976,290,1,1,1,7,9,7,5,8,5,0
1981,290,1,2,1,7,5,7,9,3,5,5
1973,290,1,2,2,7,9,7,9,3,5,5
1958,290,1,1,1,1,9,1,9,8,7,0
1970,290,2,2,1,1,2,5,6,4,6,1
1960,290,2,1,1,1,9,5,9,2,7,6
1979,290,1,1,1,1,5,2,6,3,9,2
1967,290,1,2,1,5,9,5,9,9,3,0
1983,290,2,2,5,1,2,1,9,5,4,4
1960,290,2,1,2,1,6,10,7,4,6,6
1966,290,2,1,1,1,8,1,6,3,9,6
1960,290,2,1,1,1,5,1,1,3,7,6
1960,290,2,2,1,1,7,1,7,5,4,1
1963,290,1,1,3,5,1,1,6,4,8,2
1979,290,2,1,1,5,5,5,5,5,6,6
1969,290,2,2,1,5,9,1,9,9,5,0
1961,290,2,2,1,5,9,5,9,5,4,1
1964,290,2,1,2,7,9,1,6,4,4,6
1965,290,1,2,3,1,1,5,6,2,7,5
1976,290,2,1,1,5,7,5,1,4,9,6
1957,290,2,2,1,1,2,1,9,4,1,1
1987,290,1,1,1,7,2,7,4,5,7,2
1974,290,1,2,1,1,9,1,6,3,5,5
1955,290,1,1,1,1,1,7,7,2,9,2
1981,290,1,2,1,1,1,1,6,4,7,5
1968,290,1,1,1,1,5,1,5,5,4,2
1960,290,1,2,1,1,6,1,5,4,4,5
1967,290,1,1,2,1,6,1,5,7,6,0
1956,290,2,1,1,5,9,1,9,2,9,6
1972,290,2,2,1,1,9,1,9,5,1,1
1979,290,1,2,2,7,9,1,9,3,5,5
1971,290,2,2,1,1,3,5,6,3,5,1
1973,290,1,1,1,7,11,7,6,3,9,2
1978,290,1,2,3,1,1,1,1,4,5,5
1964,290,1,2,3,1,1,1,1,3,6,5
1957,290,1,2,1,1,5,1,9,9,5,0
1967,290,1,1,1,7,4,7,1,7,7,0
1960,290,1,1,1,7,9,1,9,4,6,2
1964,290,2,1,1,1,6,1,7,3,6,6
1979,290,1,2,1,1,5,1,6,4,5,5
1980,290,1,1,1,1,9,1,5,8,7,0
1960,290,1,2,1,3,2,6,6,2,9,5
1960,290,1,1,1,1,1,1,1,7,12,3
1971,290,1,2,1,1,6,5,7,5,5,5
1969,290,1,1,1,1,5,6,3,4,8,2
1964,290,1,2,1,1,9,6,4,5,7,5
1969,290,2,2,1,1,6,5,6,5,6,1
1982,290,1,2,1,1,6,5,6,4,6,5
1955,290,1,1,1,1,6,1,6,5,15,3
1980,290,1,1,1,1,1,1,1,7,7,0
1981,290,1,2,1,1,7,2,6,5,5,5
1970,290,1,1,1,2,4,2,4,1,14,3
1984,290,1,1,1,5,9,5,9,7,9,0
1962,290,1,1,2,7,7,6,5,5,5,2
1987,290,1,2,2,7,3,6,5,3,5,5
1960,290,1,2,2,7,8,5,6,3,5,5
1980,290,1,2,5,1,5,6,5,8,7,4
1980,290,1,1,3,1,5,6,5,7,6,0
1973,290,1,1,5,1,5,3,5,4,8,4
1974,290,1,1,1,1,1,8,6,2,18,3
1982,290,1,1,1,1,6,1,5,1,13,3
1979,290,1,2,1,1,2,8,6,3,7,5
1974,290,2,1,5,1,5,6,8,4,6,4
1980,290,1,1,1,1,9,5,9,8,9,0
1974,290,1,1,1,1,5,1,9,5,8,2
1972,290,1,2,1,1,5,1,6,5,5,5
1969,290,1,1,1,1,6,5,9,4,9,2
1976,290,1,2,1,1,9,6,4,3,7,5
1957,290,2,2,1,1,5,1,6,3,7,1
1969,290,1,1,1,1,9,5,9,8,11,0
1974,290,1,1,1,1,9,5,9,3,8,2
1963,290,1,2,5,1,5,6,9,4,6,4
1957,290,1,1,2,1,5,6,3,3,8,2
1959,290,1,1,1,5,6,5,6,5,3,2
1964,290,2,1,1,5,1,5,1,3,9,6
1981,290,2,2,1,1,9,1,9,9,3,0
1958,290,2,1,1,1,1,1,1,7,6,0
1958,290,1,1,1,6,9,1,9,3,9,2
1959,290,1,1,1,1,6,5,6,3,8,2
1971,290,1,1,2,5,1,5,6,7,6,0
1961,290,1,2,2,7,2,7,2,4,4,5
1971,290,1,2,2,1,7,1,7,4,4,5
1956,290,3,1,1,1,9,1,9,4,5,6
1958,290,2,1,1,1,9,1,9,4,10,6
1963,290,1,1,1,1,6,1,6,4,8,2
1955,290,1,1,1,1,6,1,6,9,3,0
1955,290,1,1,2,1,1,1,6,9,4,0
1964,290,1,1,1,1,9,1,9,3,8,2
1959,290,1,2,2,1,9,1,9,3,5,5
1977,290,1,1,1,1,1,1,1,7,10,0
1957,290,2,1,1,1,1,5,6,4,10,6
1958,290,1,1,1,1,1,1,1,5,7,2
1980,290,2,1,1,5,6,5,6,3,7,6
1962,290,1,2,1,1,6,6,1,4,3,5
1979,290,2,1,1,1,6,1,6,5,9,6
1962,290,2,2,1,1,6,1,6,5,5,1
1990,290,1,1,1,7,6,7,6,2,12,3
1987,290,2,1,1,1,6,1,9,2,9,6
1979,290,2,1,1,1,3,7,6,3,5,6
1974,290,2,2,5,7,1,5,2,5,5,4
1990,290,1,1,1,1,1,6,2,4,9,2
1958,290,1,2,1,6,2,7,6,2,6,5
1975,290,1,2,1,5,5,1,6,1,5,5
1959,290,2,1,1,1,1,1,1,1,8,6
1957,290,2,2,1,1,1,7,6,3,7,1
1967,290,2,1,1,1,6,1,6,3,11,3
1970,290,2,1,1,1,1,1,1,1,8,6
1984,290,2,1,1,8,6,8,11,1,12,3
1960,290,2,2,2,10,6,10,2,5,4,1
1980,290,2,1,1,1,5,1,1,1,5,6
1963,290,2,2,1,1,1,1,1,5,3,1
1957,290,2,2,1,1,1,1,1,9,2,0
1956,290,1,1,1,5,1,5,6,3,7,2
1961,290,2,1,1,1,6,2,7,2,13,3
1957,290,2,1,1,7,7,7,4,3,7,6
1966,290,1,1,1,1,9,1,9,5,7,2
1973,290,1,2,1,5,9,10,1,3,7,5
1960,290,1,1,3,1,2,6,1,5,5,2
1955,290,1,2,1,7,1,7,1,7,5,5
1961,290,1,1,1,1,5,4,6,3,5,2
1957,290,1,2,1,5,6,7,9,4,6,5
1956,290,2,1,1,1,7,4,7,4,8,6
1981,290,2,1,1,1,1,5,6,7,13,3
1976,290,2,1,1,1,1,6,5,5,5,6
1979,290,2,2,1,7,9,7,9,5,5,1
1956,290,1,1,1,1,1,1,1,5,11,3
1981,290,1,2,1,1,1,1,1,1,9,5
1985,290,1,1,2,1,1,1,1,1,6,2
1958,290,1,1,1,1,1,1,1,1,10,3
1961,290,2,1,1,4,6,4,7,2,8,6
1972,290,1,1,1,1,4,6,5,3,5,2
1982,290,1,2,1,1,1,7,2,4,5,5
1986,290,1,1,1,1,2,1,6,5,5,2
1963,290,1,2,1,1,2,5,2,9,5,0
1988,290,2,1,1,5,9,10,4,5,8,6
1956,290,2,2,1,5,1,1,2,4,5,1
1957,290,1,1,1,1,5,1,5,3,7,2
1968,290,1,2,1,7,2,5,1,3,3,5
1957,290,1,2,1,5,9,10,2,3,5,5
1974,290,2,2,1,1,1,10,5,4,6,1
1966,290,1,1,1,5,6,5,6,3,7,2
1974,290,1,2,1,1,2,10,6,4,5,5
1963,290,2,2,2,7,7,1,4,5,5,1
1970,290,1,1,1,5,5,1,1,2,7,2
1955,290,1,2,1,1,5,1,1,3,5,5
1968,290,1,1,2,1,4,1,1,3,5,2
1965,290,1,1,1,1,1,4,5,3,7,2
1980,290,1,2,1,7,9,6,2,9,3,0
1984,290,2,1,1,1,9,1,9,3,8,6
1980,290,2,2,1,1,9,8,9,3,5,1
1961,290,2,2,1,1,6,1,6,5,4,1
1962,290,1,1,1,7,2,5,2,3,6,2
1979,290,2,1,1,1,9,1,9,1,15,3
1983,290,2,1,1,1,6,1,6,3,7,6
1970,290,2,1,1,1,9,5,9,3,6,6
1961,290,2,2,1,1,1,5,9,9,3,0
1981,290,2,2,2,1,6,5,2,9,3,0
1978,290,1,1,1,1,6,1,7,5,9,2
1963,290,1,2,2,8,10,8,2,5,4,5
1972,290,2,2,1,1,6,1,6,4,5,1
1973,290,2,1,1,1,3,2,1,3,5,6
1971,290,2,2,1,7,1,5,6,4,4,1
1966,290,2,2,1,5,6,5,6,4,6,1
1965,290,2,1,2,1,9,5,9,4,4,6
1962,290,1,1,1,5,6,5,6,2,8,2
1978,290,1,2,1,7,7,10,2,4,4,5
1961,290,1,1,2,1,1,1,10,4,4,2
1957,290,1,2,1,1,1,1,1,4,3,5
1988,290,2,1,1,1,7,1,7,3,9,6
1955,290,2,1,1,1,7,1,7,3,7,6
1955,290,1,1,1,1,7,1,7,2,14,3
1957,290,1,2,1,1,1,1,7,2,5,5
1974,290,1,2,1,1,1,6,2,3,6,5
1977,290,1,1,2,1,2,6,4,3,8,2
1990,290,2,1,1,1,6,7,7,3,7,6
1976,290,2,2,1,1,8,2,6,5,5,1
1957,290,2,1,1,1,5,1,9,5,10,6
1959,290,2,2,1,1,9,1,9,4,6,1
1960,290,2,2,3,1,6,5,6,5,3,1
1975,290,2,2,2,4,6,6,2,3,5,1
1958,290,2,1,3,1,1,5,2,3,6,6
1975,290,3,1,2,1,5,6,6,2,8,6
1973,290,1,1,1,4,4,6,6,3,6,2
1981,290,1,2,1,5,5,6,5,3,5,5
1957,290,1,1,1,1,1,5,6,5,5,2
1986,290,1,2,1,1,7,10,5,4,3,5
1982,290,1,1,1,1,1,5,6,4,5,2
1956,290,1,2,1,1,5,7,6,4,4,5
1979,290,3,2,3,4,5,6,6,9,4,1
1972,290,1,1,1,1,1,7,6,5,9,2
1979,290,1,2,1,1,7,6,6,5,1,5
1988,290,1,1,1,1,6,7,7,2,7,2
1968,290,1,2,1,1,8,2,6,3,5,5
1962,290,1,1,1,1,1,1,1,3,7,2
1966,290,1,2,1,1,1,1,1,4,2,5
1973,290,2,1,1,1,1,6,6,3,5,6
1963,290,2,1,1,1,1,6,7,7,6,0
1969,290,2,2,3,1,1,7,6,5,6,1
1965,290,1,1,1,5,6,5,6,3,7,2
1963,290,1,2,1,5,6,3,5,5,5,5
1955,290,1,1,1,5,6,9,6,7,5,0
1958,290,1,2,2,7,6,5,6,3,5,5
1956,290,1,1,1,1,5,4,6,5,7,2
1985,290,1,1,1,4,6,5,6,1,9,2
1965,290,1,2,1,5,6,5,6,3,5,5
1962,290,2,1,1,1,6,4,6,3,9,6
1956,290,1,1,1,5,6,1,6,3,7,2
1956,290,1,2,1,5,6,5,6,3,5,5
1971,305,2,1,1,1,1,3,2,9,5,0
1955,305,3,1,1,1,1,1,6,3,8,6
1955,305,3,2,1,11,1,1,6,3,8,1
1984,305,2,1,1,1,9,2,6,5,9,6
1972,305,2,1,1,1,6,7,6,3,7,6
1959,305,1,2,5,1,1,5,5,7,6,4
1955,305,3,1,1,1,1,1,6,3,8,6
1966,305,3,2,1,1,1,1,6,3,8,1
1966,305,3,1,1,1,6,7,6,3,7,6
1957,305,3,2,1,1,6,1,6,3,8,1
1964,305,2,2,3,1,6,1,6,9,4,4
1961,305,1,1,1,1,9,2,6,5,9,2
1962,305,2,1,1,1,9,2,6,5,9,6
1955,305,2,1,1,1,1,3,2,9,5,0
1966,305,1,1,1,1,1,1,9,9,4,0
1961,305,2,2,3,1,6,2,6,4,7,1
1986,305,1,2,3,1,1,1,6,4,5,5
1985,305,3,1,1,1,1,1,6,3,8,6
1991,305,3,2,1,1,1,1,6,3,8,1
1965,305,2,1,1,1,6,7,6,3,9,6
1984,305,2,2,1,1,11,1,6,3,6,1
1966,305,2,1,1,1,1,1,6,3,8,6
1962,305,2,2,1,1,1,1,6,3,8,1
1967,305,2,1,1,1,6,1,6,3,7,6
1960,305,2,2,1,1,6,2,6,4,6,1
1963,305,2,1,1,1,5,7,6,5,7,6
1962,305,2,2,1,1,6,1,6,3,8,1
1976,305,1,2,3,1,6,1,6,9,4,4
1967,305,1,2,2,1,2,1,2,3,7,5
1988,305,1,2,5,1,1,5,5,7,6,4
1985,305,1,2,5,1,1,5,5,7,6,4
1973,305,1,2,5,1,1,5,5,7,6,4
1955,305,2,1,1,1,1,3,2,9,5,0
1965,305,2,2,3,1,1,1,6,4,5,1
1960,305,3,1,1,1,1,1,6,3,8,6
1987,305,3,2,1,1,1,1,6,3,8,1
1960,305,1,2,5,1,1,5,5,7,6,4
1982,305,1,2,5,1,5,1,5,7,6,4
1972,305,2,1,1,1,9,2,6,5,9,6
1970,305,3,2,1,1,6,1,6,3,6,1
1959,305,1,1,1,1,1,3,2,9,5,0
1958,305,2,1,1,1,6,7,6,3,7,6
1972,305,2,2,3,1,1,1,6,9,4,4
1966,305,1,1,1,1,1,3,2,9,5,0
1970,305,1,1,1,1,9,2,6,5,9,2
1967,305,2,2,1,1,6,1,6,3,8,1
1961,305,3,1,1,1,6,1,6,2,8,6
1959,305,1,1,1,1,6,7,6,5,7,2
1964,305,1,2,1,1,2,7,6,1,5,5
1968,305,1,1,1,1,4,1,9,1,8,2
1963,305,3,1,1,1,6,7,6,3,7,6
1977,305,1,2,1,1,2,7,6,5,5,5
1972,305,1,1,1,1,1,6,9,9,4,0
1973,305,1,2,3,1,1,1,6,4,5,5
1972,305,1,1,1,1,1,1,9,9,4,0
1988,305,3,1,1,1,6,7,6,3,9,6
1955,305,3,2,1,1,6,1,6,3,6,1
1957,305,1,2,1,1,6,2,6,4,6,5
1962,305,3,1,1,1,6,1,6,3,7,6
1960,305,3,2,1,1,6,2,6,4,6,1
1958,305,1,1,1,1,1,3,2,9,5,0
1986,305,1,2,3,1,1,1,6,4,5,5
1957,305,2,1,1,1,6,1,6,4,7,6
1964,305,1,1,2,7,1,1,7,3,5,2
1985,305,1,1,2,1,5,1,6,4,4,2
1960,305,3,1,2,1,6,1,6,3,4,6
1965,305,2,1,1,1,1,1,2,4,6,6
1970,305,2,1,1,1,1,1,2,3,5,6
1971,305,2,2,1,1,1,1,2,5,3,1
1964,305,1,1,1,1,7,1,9,5,5,2
1966,305,1,1,2,7,1,1,7,3,3,2
1970,305,1,1,1,1,7,6,1,5,5,2
1983,305,3,2,2,1,6,1,6,3,4,1
1974,305,1,1,1,1,6,2,6,4,5,2
1973,305,1,1,1,1,1,1,2,3,5,2
1959,305,1,2,1,1,2,1,2,5,4,5
1963,305,1,1,1,1,7,1,9,7,4,0
1987,305,1,2,2,1,2,1,2,3,5,5
1974,305,2,1,1,1,2,1,2,3,5,6
1955,305,2,2,1,1,2,1,2,5,4,1
1957,305,1,1,1,1,6,1,6,4,6,2
1958,305,2,1,2,1,6,1,6,4,5,6
1964,305,2,2,2,1,5,1,6,5,3,1
1959,305,1,1,1,1,7,1,9,5,6,2
1974,305,1,1,5,1,2,1,6,4,6,4
1993,305,1,2,2,1,2,1,2,5,5,5
1992,305,1,1,1,1,6,2,6,5,6,2
1980,305,1,1,1,1,1,1,2,9,2,0
1966,305,1,1,2,1,2,1,2,3,5,2
1957,305,2,1,3,1,7,1,6,7,5,0
1970,305,1,1,1,1,7,1,9,5,5,2
1966,305,2,1,1,1,7,1,9,3,7,6
1980,305,1,1,1,1,6,2,6,3,9,2
1982,305,3,1,2,1,1,1,2,5,6,6
1960,305,2,2,2,1,1,1,2,3,5,1
1975,305,1,1,1,1,6,2,6,3,6,2
1979,305,1,2,2,1,5,2,6,3,5,5
1964,305,2,1,2,7,6,1,6,5,6,6
1965,305,2,1,1,1,6,1,6,3,6,6
1991,305,1,1,1,1,7,1,9,5,8,2
1974,305,1,1,1,1,7,1,9,3,11,3
1974,305,2,1,1,1,5,1,6,4,6,6
1961,305,3,2,2,1,1,1,2,3,4,1
1962,305,2,1,1,1,8,1,6,3,5,6
1972,305,2,2,1,1,8,2,5,3,4,1
1965,305,2,2,1,1,7,1,9,3,7,1
1972,305,1,1,2,1,5,2,6,3,5,2
1957,305,1,1,1,1,6,4,4,7,4,0
1958,305,2,1,1,1,6,2,6,3,6,6
1962,305,2,2,1,1,6,2,9,3,5,1
1958,305,2,1,2,1,5,2,6,5,4,6
1956,305,1,1,1,1,6,1,6,4,8,2
1955,305,3,2,2,1,1,1,2,3,6,1
1958,305,1,1,1,1,2,1,2,3,4,2
1962,305,1,2,1,1,2,1,2,5,4,5
1968,305,4,1,5,1,1,1,2,7,4,4
1977,305,3,2,2,1,1,1,2,3,4,1
1958,305,3,2,2,1,1,1,2,1,5,1
1966,305,2,1,1,1,6,1,4,3,9,6
1967,305,1,1,1,1,1,1,5,5,11,3
1961,305,1,1,1,1,1,6,4,4,11,3
1967,305,1,2,1,1,1,1,6,6,1,5
1960,305,2,1,1,1,1,1,5,2,9,6
1988,305,1,1,1,1,6,1,6,4,5,2
1961,305,1,1,1,1,1,1,6,7,7,0
1968,305,2,1,1,1,1,1,4,3,9,6
1960,305,2,1,1,1,6,1,6,3,8,6
1958,305,1,1,1,1,1,1,5,2,8,2
1974,305,1,1,1,1,1,1,4,4,15,3
1957,305,2,2,3,1,1,1,6,4,6,1
1967,305,2,1,1,1,1,1,4,3,9,6
1955,305,2,1,1,1,6,6,4,3,7,6
1981,305,2,1,1,1,1,1,4,3,7,6
1959,305,2,2,1,1,1,6,6,4,4,1
1955,305,1,1,1,1,1,1,4,2,8,2
1983,305,2,1,1,1,6,1,6,2,10,6
1975,305,2,1,1,1,1,6,4,2,8,6
1958,305,2,1,1,1,1,1,6,4,7,6
1991,305,2,1,1,5,1,5,6,4,7,6
1976,305,1,1,1,8,1,8,1,4,7,2
1983,305,1,2,1,8,1,8,1,4,1,5
1957,305,2,1,1,8,8,8,8,7,6,0
1969,305,1,1,1,1,1,8,8,7,8,0
1982,305,1,2,3,1,8,8,6,4,5,5
1993,305,1,1,1,1,1,8,8,4,7,2
1973,305,1,2,2,8,8,8,8,4,4,5
1982,305,2,2,2,8,8,8,6,4,6,1
1982,305,1,1,1,8,8,8,8,3,11,3
1982,305,2,1,1,8,8,8,8,4,10,6
1975,305,1,1,1,1,8,5,6,4,11,3
1982,305,2,1,1,1,1,8,8,4,7,6
1974,305,2,2,1,1,1,5,6,4,5,1
1990,305,1,1,1,8,8,8,8,4,9,2
1963,305,2,1,1,7,7,7,6,4,7,6
1988,305,2,2,2,1,8,8,6,4,7,1
1963,305,1,1,1,1,1,8,8,4,8,2
1964,305,1,1,2,8,7,8,6,7,6,0
1972,305,1,2,2,8,8,8,6,4,4,5
1965,305,1,1,1,1,7,1,7,8,8,0
1966,305,2,1,3,1,8,8,6,7,6,0
1966,305,1,1,1,8,1,8,6,4,9,2
1973,305,2,1,1,1,7,8,6,7,7,0
1989,305,1,1,1,1,1,8,8,4,7,2
1965,305,1,2,2,8,7,8,7,3,6,5
1956,305,1,1,1,8,9,8,9,5,7,2
1956,305,1,2,5,7,9,8,6,4,7,4
1981,305,1,1,1,8,9,8,9,5,8,2
1967,305,1,1,1,1,9,1,9,7,7,0
1962,305,1,1,1,8,1,8,6,4,7,2
1967,305,1,1,1,1,7,8,8,4,7,2
1973,305,1,1,2,8,7,8,8,4,5,2
1982,305,2,1,1,8,9,8,9,4,8,6
1979,305,2,2,1,1,1,1,6,4,4,1
1960,305,2,1,1,1,6,1,6,3,6,6
1987,305,2,2,1,1,2,5,6,3,6,1
1963,305,1,1,1,8,9,8,9,5,6,2
1989,305,2,1,1,8,9,8,9,4,7,6
1983,305,2,1,2,8,7,8,7,7,6,0
1957,305,1,1,1,1,9,8,9,4,10,2
1971,305,2,2,3,1,6,8,8,1,6,1
1976,305,2,1,1,8,8,8,6,4,8,6
1964,305,1,2,5,1,9,5,9,5,7,4
1957,305,1,1,1,1,9,8,8,4,9,2
1955,305,1,1,1,8,8,8,8,7,7,0
1965,305,2,1,3,7,8,7,8,4,6,6
1989,305,1,1,1,8,7,8,7,5,8,2
1974,305,1,1,2,8,8,8,6,3,6,2
1957,305,1,1,1,1,9,2,5,5,13,3
1987,305,1,2,2,1,9,2,4,3,6,5
1990,305,1,1,1,5,9,2,6,3,9,2
1955,305,1,1,1,7,7,2,6,3,10,3
1984,305,1,1,2,7,7,2,6,3,5,2
1984,305,1,1,1,5,7,2,6,5,8,2
1968,305,1,1,1,5,9,3,6,5,13,3
1964,305,1,2,2,1,5,3,6,3,7,5
1976,305,2,2,2,1,7,2,6,3,8,1
1987,305,1,1,1,1,1,2,6,5,9,2
1963,305,1,2,1,8,1,2,6,5,8,5
1974,305,1,1,1,1,9,2,6,5,11,3
1975,305,2,1,1,1,7,1,1,7,4,0
1963,305,2,2,1,1,1,4,6,9,3,0
1956,305,1,1,1,1,1,5,6,3,11,3
1955,305,1,1,1,1,7,4,6,3,13,3
1967,305,2,1,1,1,7,2,6,3,11,3
1964,305,1,1,1,5,9,2,6,3,12,3
1965,305,1,1,1,7,1,2,6,3,13,3
1975,305,1,2,1,1,5,2,5,5,11,5
1992,305,1,2,2,1,5,5,2,3,6,5
1958,305,1,1,2,3,5,2,6,3,6,2
1962,305,1,1,1,5,1,2,6,5,8,2
1980,305,1,2,2,1,8,6,2,3,6,5
1989,305,3,2,2,1,9,2,5,3,9,1
1966,305,1,1,1,7,5,2,6,5,9,2
1971,305,1,1,1,1,9,3,6,5,6,2
1968,305,1,2,1,1,7,4,6,5,1,5
1990,305,1,1,1,1,9,3,6,5,9,2
1961,305,2,2,4,1,6,2,6,4,7,4
1962,305,2,1,1,1,6,1,6,3,7,6
1990,305,2,2,1,6,1,2,6,4,6,1
1957,305,2,1,1,1,6,7,6,3,7,6
1968,305,2,2,1,1,6,1,6,3,6,1
1981,305,2,1,1,1,6,7,6,3,7,6
1961,305,2,2,1,1,6,1,6,3,6,1
1967,305,1,1,2,1,9,7,9,3,7,2
1986,305,1,1,1,1,6,7,6,3,7,2
1968,305,1,2,1,1,6,6,6,5,5,5
1962,305,2,1,1,1,9,7,4,3,8,6
1987,305,2,2,1,1,9,1,9,4,5,1
1977,305,2,1,1,1,9,7,4,5,8,6
1962,305,2,2,1,1,9,1,9,4,5,1
1959,305,1,1,1,1,9,7,4,3,8,2
1976,305,1,2,1,1,9,1,9,4,5,5
1968,305,1,1,1,1,9,2,6,5,9,2
1981,305,1,2,5,1,5,1,5,7,6,4
1966,305,1,2,5,1,5,1,5,7,5,4
1968,305,1,2,5,1,5,1,5,7,6,4
1968,305,2,1,1,1,6,7,6,3,7,6
1976,305,2,2,1,1,6,1,6,3,6,1
1989,305,1,1,1,1,1,6,9,8,4,0
1963,305,1,1,1,1,1,6,9,9,4,0
1979,305,2,1,1,1,6,7,6,3,7,6
1959,305,2,2,1,1,6,1,6,3,6,1
1980,305,1,1,1,1,1,6,9,9,4,0
1982,305,1,1,1,1,1,3,2,9,5,0
1957,305,1,2,5,1,1,5,5,7,6,4
1964,305,2,1,1,1,6,7,6,3,7,6
1960,305,2,2,1,1,6,1,6,3,6,1
1981,305,1,1,1,1,6,7,6,5,7,2
1957,305,1,2,1,1,2,7,6,5,5,5
1955,305,1,2,5,1,2,3,6,3,5,4
1982,305,2,1,3,1,6,2,6,4,7,6
1961,305,2,2,3,1,1,1,6,4,5,1
1961,305,1,1,5,1,1,1,1,7,5,4
1987,305,2,1,1,1,6,7,6,1,7,6
1979,305,1,1,2,1,9,7,9,3,7,2
1977,305,1,1,1,1,9,7,4,3,8,2
1985,305,1,1,1,1,6,1,4,2,8,2
1984,305,1,2,1,1,6,2,6,3,8,5
1964,305,2,1,1,1,6,7,6,3,7,6
1956,305,2,2,1,1,6,1,6,3,6,1
1960,305,1,2,1,1,6,1,6,3,6,5
1958,305,1,1,2,1,2,7,6,3,5,2
1957,305,2,2,5,1,5,1,5,7,6,4
1964,305,1,2,5,1,1,5,5,7,6,4
1991,305,1,1,1,1,1,3,2,1,5,2
1958,305,1,1,1,1,9,2,6,5,9,2
1980,305,1,2,2,1,2,1,2,3,7,5
1997,305,2,1,1,1,1,1,6,3,8,6
1979,305,2,2,1,1,1,1,6,3,8,1
1972,305,1,1,1,1,1,6,9,8,4,0
1964,305,1,2,5,1,2,1,2,5,5,4
1974,305,2,1,1,7,1,5,6,3,8,6
1963,305,2,2,3,1,2,1,5,5,7,1
1957,305,1,1,1,1,2,10,6,5,6,2
1964,305,1,2,1,1,9,5,6,5,6,5
1974,305,1,1,1,1,6,2,4,3,5,2
1958,305,1,2,1,1,1,10,10,3,6,5
1958,305,2,2,2,1,2,7,6,5,6,1
1970,305,2,2,2,1,9,2,6,5,5,1
1956,305,2,1,1,1,2,1,4,5,5,6
1958,305,1,2,5,5,7,2,8,5,7,4
1960,305,2,1,1,1,9,3,6,3,9,6
1963,305,1,2,2,1,1,8,6,5,4,5
1959,305,1,1,1,1,2,1,4,5,6,2
