Birth,GU,LIFE,Sex,Marry,CLwkd1,CLwke1,HLwkd1,HLwke1,Job,Avg_income,cluster
1980,305,2,1,1,1,9,1,2,5,11,6
1973,305,2,1,1,5,1,2,6,5,5,6
1976,305,2,2,1,1,6,2,9,3,5,1
1975,305,2,2,3,5,8,2,6,5,6,1
1960,305,2,1,1,5,9,2,5,3,9,6
1958,305,1,1,1,7,9,2,6,3,12,3
1982,305,1,2,2,7,9,2,6,5,5,5
1958,305,2,2,2,1,2,1,8,3,6,1
1974,305,2,2,2,1,2,1,5,5,6,1
1955,305,2,1,5,1,5,1,5,4,6,4
1959,305,1,1,1,1,9,2,6,5,8,2
1955,305,1,2,1,1,2,1,3,3,7,5
1972,305,1,1,1,1,9,5,2,3,9,2
1983,305,1,2,1,1,3,1,5,3,7,5
1983,305,1,1,1,1,1,2,6,3,5,2
1966,305,1,1,1,5,8,2,9,3,9,2
1962,305,1,1,2,1,2,1,2,3,5,2
1963,305,2,2,1,1,1,2,5,5,2,1
1956,305,2,2,1,7,9,2,6,5,6,1
1969,305,2,2,1,1,9,2,5,5,7,1
1979,305,1,1,2,5,9,2,6,3,6,2
1967,305,1,2,1,1,9,2,6,5,4,5
1960,305,2,2,3,1,3,1,5,5,6,1
1993,305,2,2,1,1,5,1,5,5,5,1
1955,305,2,2,2,1,2,1,6,3,6,1
1992,305,1,2,1,1,2,1,4,8,8,0
1984,305,2,1,1,7,1,3,9,5,8,6
1973,305,2,1,1,1,2,1,4,5,5,6
1972,305,2,2,1,1,2,1,2,3,4,1
1965,305,2,1,1,1,2,1,6,3,6,6
1955,305,2,2,1,1,3,2,2,5,8,1
1959,305,1,2,3,1,2,1,3,5,5,5
1964,305,3,1,2,1,2,1,3,5,5,6
1976,305,3,1,2,1,1,1,2,8,7,6
1957,305,1,1,1,1,1,2,6,5,8,2
1962,305,1,1,1,5,9,2,6,1,9,2
1978,305,1,2,2,7,9,2,6,3,7,5
1988,305,1,1,1,1,9,2,6,5,11,3
1985,305,1,1,1,1,1,2,5,3,11,3
1964,305,1,1,1,7,9,5,6,3,10,3
1978,305,1,1,1,7,1,5,6,5,8,2
1980,305,1,1,1,7,1,3,6,5,4,2
1973,305,1,2,1,7,1,2,5,4,4,5
1977,305,1,2,5,1,5,2,6,5,8,4
1985,305,1,2,1,1,6,1,9,5,4,5
1955,305,1,1,1,7,9,2,6,5,7,2
1964,305,1,1,1,1,2,3,6,7,8,0
1966,305,1,2,2,1,9,2,6,3,6,5
1987,305,1,1,1,1,9,2,6,3,9,2
1956,305,1,1,1,5,9,2,6,5,7,2
1997,305,2,1,1,1,9,3,6,5,9,6
1987,305,2,2,3,1,9,2,5,5,9,1
1963,305,1,1,1,1,2,3,6,5,9,2
1970,305,1,2,1,1,9,2,5,5,1,5
1962,305,1,1,1,7,5,2,6,5,9,2
1956,305,1,2,1,8,1,6,2,3,6,5
1963,305,1,1,1,5,6,1,6,5,9,2
1977,305,1,1,1,9,10,6,5,5,9,2
1981,305,1,1,2,1,1,8,6,5,7,2
1986,305,4,1,1,1,10,1,1,5,7,6
1955,305,1,1,1,6,6,1,1,3,9,2
1969,305,1,1,1,5,9,2,6,5,9,2
1995,305,2,2,1,1,6,8,4,5,11,1
1997,320,3,2,2,10,6,10,6,3,6,1
1993,320,2,1,1,1,6,1,6,4,5,6
1989,320,2,2,1,1,6,1,6,4,5,1
1992,320,2,1,1,5,5,5,5,7,4,0
1991,320,3,1,2,1,6,1,6,7,5,6
1990,320,3,1,5,5,5,5,5,4,4,4
1996,320,3,1,1,1,9,1,9,4,5,6
1963,320,3,2,1,1,9,1,9,4,1,1
1964,320,2,1,1,1,9,1,9,3,6,6
1961,320,2,2,1,1,9,1,9,4,2,1
1956,320,2,1,1,1,6,1,6,3,7,6
1966,320,2,2,1,1,5,1,6,4,5,1
1957,320,1,1,1,1,6,1,6,5,5,2
1956,320,1,1,2,1,6,1,6,4,5,2
1957,320,1,2,3,1,5,1,5,4,4,5
1958,320,1,2,2,7,6,7,6,4,3,5
1971,320,1,2,3,7,9,7,9,4,5,5
1980,320,2,1,1,1,6,1,6,4,5,6
1964,320,2,2,1,1,6,1,6,4,2,1
1959,320,1,1,1,1,6,1,6,1,15,3
1960,320,1,1,1,1,6,1,6,4,8,2
1960,320,1,2,1,1,5,1,5,3,8,5
1955,320,1,1,1,5,6,5,6,2,9,2
1957,320,1,2,1,1,6,1,6,3,5,5
1965,320,1,1,1,1,6,1,6,5,11,3
1957,320,1,1,1,7,6,7,6,2,10,3
1957,320,1,1,5,10,10,10,10,5,2,4
1956,320,1,1,1,5,9,5,9,4,5,2
1970,320,1,2,1,1,9,1,9,4,1,5
1957,320,2,1,1,1,4,1,4,7,5,0
1965,320,2,2,1,1,6,1,6,7,4,1
1963,320,1,1,1,1,9,1,9,4,7,2
1988,320,1,2,1,1,9,1,9,5,1,5
1955,320,1,2,1,1,6,1,6,5,1,5
1967,320,1,1,1,1,6,1,6,8,17,3
1991,320,1,1,2,1,2,1,6,3,6,2
1965,320,1,1,2,1,9,1,9,3,5,2
1963,320,1,1,3,1,6,1,6,3,9,2
1963,320,1,2,1,1,9,1,9,5,3,5
1961,320,2,1,1,1,6,1,6,1,11,3
1973,320,2,2,1,1,6,1,6,5,3,1
1979,320,2,2,2,1,6,1,6,3,4,1
1979,320,1,1,3,1,6,1,6,9,2,0
1975,320,1,2,2,7,6,7,6,4,5,5
1975,320,1,2,2,1,6,1,6,3,5,5
1965,320,1,1,1,1,6,1,6,5,5,2
1961,320,1,1,2,1,6,1,6,5,13,3
1976,320,1,2,3,1,6,1,6,5,5,5
1980,320,1,2,2,1,5,1,6,5,1,5
1970,320,1,2,1,1,1,1,6,5,5,5
1973,320,1,1,1,1,6,1,6,5,5,2
1972,320,2,1,1,1,6,1,6,4,8,6
1968,320,2,2,1,1,5,1,5,5,4,1
1973,320,1,1,1,1,5,1,5,5,7,2
1977,320,1,2,1,1,6,1,6,5,1,5
1978,320,1,1,2,1,2,1,2,4,5,2
1969,320,1,1,1,1,6,1,6,8,8,0
1971,320,1,1,1,1,9,1,9,5,8,2
1961,320,1,1,1,1,1,1,6,9,3,0
1962,320,2,2,3,1,9,1,9,5,4,1
1958,320,1,2,5,1,6,1,6,5,3,4
1978,320,1,1,1,1,6,1,6,5,8,2
1966,320,1,2,1,1,6,1,6,4,3,5
1965,320,1,1,2,7,6,7,6,4,4,2
1974,320,1,1,1,1,6,1,6,4,5,2
1962,320,3,1,1,1,6,1,6,4,5,6
1955,320,1,2,1,1,6,1,6,5,7,5
1955,320,1,1,1,1,5,1,5,5,1,2
1970,320,3,1,1,1,9,1,9,9,3,0
1972,320,1,1,6,1,5,5,6,7,4,4
1955,320,1,1,2,7,5,2,6,4,3,2
1966,320,1,1,1,1,6,1,6,4,6,2
1978,320,1,2,1,1,6,1,6,5,2,5
1963,320,1,1,2,1,6,1,6,4,5,2
1981,320,1,1,5,5,5,5,9,1,4,4
1955,320,3,2,3,1,9,1,9,4,4,1
1957,320,1,1,2,1,5,1,6,4,4,2
1963,320,1,1,1,7,7,2,6,4,6,2
1975,320,3,1,3,1,1,2,3,7,5,6
1973,320,2,1,1,1,1,2,3,5,5,6
1988,320,1,1,1,1,1,2,2,5,6,2
1986,320,1,2,1,1,1,2,3,4,4,5
1962,320,1,1,1,1,1,2,2,5,6,2
1983,320,1,2,1,1,1,2,2,5,4,5
1994,320,2,1,1,1,1,2,3,7,8,0
1974,320,2,1,1,1,1,2,2,3,9,6
1967,320,1,1,1,1,1,2,3,5,6,2
1988,320,1,1,1,1,1,2,2,5,7,2
1955,320,2,1,1,1,1,2,3,5,8,6
1956,320,2,2,1,1,1,2,3,3,5,1
1957,320,1,1,1,1,1,2,3,3,8,2
1967,320,1,1,1,1,1,2,2,5,8,2
1976,320,1,2,1,1,1,2,3,5,1,5
1958,320,1,1,1,1,1,2,2,5,8,2
1978,320,1,2,1,1,1,2,3,5,4,5
1980,320,2,1,1,1,1,2,2,3,10,6
1971,320,2,2,3,1,6,1,6,4,4,1
1985,320,2,2,1,7,9,7,9,4,1,1
1982,320,2,2,2,7,9,7,9,3,5,1
1992,320,2,1,1,1,9,1,9,3,7,6
1957,320,2,2,1,1,9,1,9,3,5,1
1987,320,1,2,1,1,6,1,6,1,2,5
1958,320,1,1,2,7,7,7,7,4,5,2
1982,320,1,1,1,5,6,5,6,6,5,0
1959,320,1,1,1,1,6,1,6,7,7,0
1971,320,1,2,1,5,6,5,6,7,1,5
1979,320,1,1,2,5,6,5,6,7,1,0
1971,320,2,2,1,1,9,1,9,9,2,0
1980,320,1,1,1,7,5,7,5,7,8,0
1960,320,2,1,1,1,5,1,6,5,11,6
1958,320,2,2,1,1,6,1,6,5,1,1
1981,320,1,2,1,1,9,1,9,5,4,5
1962,320,1,2,2,7,9,7,9,3,5,5
1978,320,1,1,2,7,9,7,9,4,5,2
1996,320,1,1,1,1,9,1,9,4,8,2
1971,320,1,2,5,7,7,7,7,4,5,4
1960,320,1,1,1,1,1,1,6,9,2,0
1975,320,1,1,2,7,6,7,6,4,5,2
1984,320,1,1,1,1,1,1,6,9,5,0
1971,320,1,2,2,7,6,7,6,3,6,5
1965,320,1,1,1,7,9,7,9,3,5,2
1957,320,1,2,1,7,9,7,9,3,7,5
1965,320,2,1,1,7,6,7,6,4,7,6
1985,320,2,2,2,7,6,7,6,4,4,1
1987,320,2,2,3,7,6,7,6,9,2,4
1964,320,3,2,2,1,6,1,6,2,5,1
1996,320,3,2,2,1,9,1,9,3,5,1
1993,320,1,2,5,1,5,5,1,4,3,4
1993,320,2,2,3,1,5,6,5,9,3,4
1960,320,1,1,1,1,1,5,6,6,8,2
1984,320,1,2,1,1,1,6,1,6,1,5
1986,320,2,2,5,1,5,5,9,8,9,4
1989,320,1,2,2,1,6,1,6,4,5,5
1989,320,2,1,3,1,6,10,9,8,8,0
1991,320,2,1,3,10,5,7,6,7,7,0
1988,320,1,1,1,1,1,1,1,5,8,2
1990,320,2,2,3,1,5,6,9,5,6,1
1984,320,2,1,2,1,5,1,5,3,5,6
1968,320,2,1,3,1,6,1,5,9,4,0
1957,320,2,1,1,1,5,9,10,7,8,0
1967,320,2,2,2,2,6,2,9,3,5,1
1983,320,1,1,1,1,7,8,6,5,9,2
1993,320,2,2,3,10,8,10,8,4,6,1
1955,320,2,2,2,1,8,10,2,3,5,1
1991,320,1,1,1,8,1,1,5,3,7,2
1985,320,1,2,1,8,1,1,5,3,5,5
1968,320,2,1,1,1,9,1,9,8,6,0
1975,320,1,1,1,1,1,1,4,7,7,0
1968,320,1,2,1,1,6,5,3,4,5,5
1969,320,2,1,1,1,9,1,9,5,9,6
1966,320,1,1,1,1,5,1,5,5,8,2
1959,320,1,2,1,1,6,1,2,3,5,5
1977,320,1,1,1,1,1,1,6,4,7,2
1988,320,1,2,1,1,10,5,6,5,5,5
1972,320,1,1,1,1,1,1,1,5,8,2
1973,320,1,2,5,1,5,1,5,9,4,4
1985,320,1,1,2,7,1,7,1,7,7,0
1956,320,1,1,1,1,9,1,9,5,11,3
1967,320,1,1,1,8,9,8,9,4,7,2
1989,320,1,2,3,1,1,8,4,5,10,5
1979,320,1,1,1,1,6,1,6,8,7,0
1959,320,2,2,2,5,7,5,7,1,6,1
1984,320,2,2,2,1,1,1,1,3,6,1
1973,320,1,1,1,8,5,8,5,2,9,2
1984,320,2,2,2,28,28,28,28,1,9,1
1987,320,2,1,2,10,8,10,8,4,7,6
1992,320,2,1,1,1,4,1,4,1,6,6
1965,320,2,2,1,1,4,1,4,3,5,1
1973,320,2,1,1,8,9,8,9,7,8,0
1985,320,2,2,1,5,9,5,9,6,4,1
1979,320,2,2,1,1,1,1,1,5,5,1
1960,320,1,2,1,23,6,23,6,4,5,5
1993,320,2,1,1,23,23,23,2,2,7,6
1970,320,2,2,1,23,23,23,23,3,5,1
1966,320,1,1,1,1,1,8,5,8,7,0
1975,320,1,1,2,1,7,1,7,1,6,2
1982,320,1,1,1,7,1,5,6,5,12,3
1960,320,1,1,1,7,9,7,9,2,9,2
1960,320,1,2,5,8,8,8,8,9,5,4
1978,320,1,1,1,1,2,1,2,3,6,2
1974,320,1,2,1,1,2,8,2,3,6,5
1960,320,2,2,2,28,9,28,9,1,7,1
1990,320,1,2,1,1,6,1,6,3,5,5
1992,320,2,2,2,1,1,1,3,3,5,1
1980,320,2,2,2,8,8,8,8,4,5,1
1970,320,1,1,1,1,9,1,9,7,7,0
1984,320,2,1,1,7,1,7,1,5,8,6
1979,320,1,1,1,8,9,7,9,1,8,2
1961,320,2,1,3,1,10,1,7,1,8,6
1963,320,1,2,5,1,5,1,9,9,3,4
1977,320,1,1,1,1,1,1,1,1,12,3
1959,320,1,2,1,1,6,5,6,4,5,5
1960,320,1,1,2,1,6,7,2,3,8,2
1993,320,2,1,1,2,5,2,5,3,8,6
1972,320,2,2,1,5,9,2,9,3,7,1
1966,320,1,1,1,1,1,5,9,7,9,0
1963,320,1,2,1,1,2,1,9,9,1,0
1957,320,1,1,1,7,10,6,10,5,10,2
1959,320,1,2,1,1,1,7,6,3,8,5
1960,320,1,1,2,2,5,10,5,3,10,2
1958,320,1,2,1,1,5,1,5,7,5,5
1964,320,1,1,1,1,10,8,7,5,5,2
1962,320,1,2,1,1,6,1,8,5,4,5
1987,320,1,2,1,1,6,5,8,5,4,5
1981,320,1,1,1,1,1,5,9,8,9,0
1984,320,1,2,1,1,5,5,9,9,5,0
1976,320,1,1,1,1,6,1,10,8,7,0
1978,320,1,2,1,1,6,1,10,5,6,5
1969,320,1,1,1,1,9,5,9,3,10,3
1969,320,1,2,1,5,9,6,5,3,6,5
1988,320,1,2,2,2,5,8,6,3,5,5
1975,320,2,2,5,1,5,5,1,9,3,4
1964,320,2,1,4,5,1,1,5,7,7,4
1980,320,2,1,2,5,1,1,7,8,7,0
1960,320,1,1,1,1,9,1,9,8,7,0
1962,320,1,2,1,1,9,1,9,9,4,0
1968,320,2,2,1,1,6,10,6,4,2,1
1955,320,1,2,1,1,6,7,5,3,6,5
1976,320,1,1,1,1,5,1,9,9,7,0
1968,320,1,2,1,1,5,5,9,8,3,0
1967,320,3,1,1,1,6,1,6,5,5,6
1972,320,3,2,1,1,6,1,6,5,1,1
1965,320,3,2,5,1,5,1,5,5,3,4
1989,320,3,1,1,1,5,1,5,4,5,6
1964,320,3,2,1,1,6,1,6,4,5,1
1993,320,1,2,1,1,6,1,6,7,4,5
1969,320,1,1,1,5,6,5,6,4,4,2
1958,320,1,2,1,1,3,1,3,4,1,5
1965,320,1,1,1,1,2,1,2,3,6,2
1985,320,3,2,2,1,9,1,9,3,5,1
1982,320,1,1,2,11,11,5,2,3,5,2
1982,320,1,2,5,1,5,1,5,4,4,4
1977,320,2,2,1,7,5,7,5,2,5,1
1968,320,2,1,1,7,5,7,5,4,5,6
1973,320,1,2,2,1,6,1,6,3,5,5
1959,320,1,1,1,1,9,1,9,9,1,0
1989,320,2,2,2,10,5,10,5,1,6,1
1984,320,2,2,5,1,6,1,6,9,2,4
1957,320,1,1,2,7,5,7,5,4,2,2
1957,320,3,1,3,7,5,7,5,5,3,6
1974,320,1,1,2,1,6,1,6,4,6,2
1984,320,3,1,3,1,6,1,6,4,3,6
1993,320,2,1,1,7,7,5,6,7,9,0
1993,320,1,1,1,7,7,7,7,7,9,0
1972,320,1,2,2,7,6,7,6,3,6,5
1965,320,3,1,1,7,7,5,6,7,7,6
1969,320,2,1,2,7,9,5,9,3,7,6
1987,320,1,1,1,7,7,5,5,3,9,2
1962,320,1,2,1,7,6,1,2,5,4,5
1978,320,1,1,2,5,5,5,6,3,9,2
1972,320,1,1,2,5,5,5,5,3,7,2
1977,320,1,1,1,7,7,7,3,2,9,2
1975,320,1,1,1,1,27,1,27,3,7,2
1958,320,1,2,3,7,7,6,6,9,3,4
1982,320,1,2,3,7,7,5,5,5,3,5
1959,320,3,2,2,7,7,5,5,3,6,1
1998,320,1,2,2,7,7,1,1,3,7,5
1987,320,1,2,1,7,7,5,5,4,2,5
1968,320,1,1,1,7,5,7,5,8,7,0
1978,320,1,1,1,11,9,7,9,8,8,0
1987,320,1,2,1,7,9,7,9,2,5,5
1956,320,1,1,1,7,9,7,9,3,9,2
1976,320,1,1,1,1,1,1,6,9,3,0
1990,320,1,1,4,7,7,7,7,8,5,4
1974,320,1,2,2,1,6,1,6,4,6,5
1965,320,1,1,1,7,7,7,6,2,7,2
1992,320,1,1,1,6,5,10,3,3,9,2
1970,320,1,2,1,6,5,10,3,4,3,5
1972,320,1,2,4,1,1,7,7,5,6,4
1975,320,1,2,1,7,6,7,6,3,3,5
1980,320,2,1,1,10,10,1,10,8,7,0
1993,320,3,2,3,7,7,6,6,4,5,1
1980,320,1,2,1,1,5,5,2,9,3,0
1982,320,1,2,5,1,1,2,3,5,3,4
1968,320,1,2,3,7,7,3,3,4,6,5
1957,320,1,1,1,1,5,2,2,4,5,2
1983,320,1,1,1,1,1,2,9,5,4,2
1985,320,1,1,2,7,2,2,3,3,5,2
1972,320,2,2,1,5,5,5,5,7,5,1
1970,320,1,1,1,1,5,5,6,4,7,2
1960,320,1,2,1,1,1,5,5,4,4,5
1959,320,1,2,1,1,1,4,6,5,4,5
1958,320,1,1,2,7,2,6,6,3,5,2
1967,320,2,1,1,1,1,5,5,3,9,6
1982,320,1,1,1,1,5,6,6,7,5,0
1957,320,1,2,1,1,5,5,5,5,5,5
1969,320,1,1,1,7,5,5,5,3,9,2
1970,320,2,1,1,7,2,2,9,4,9,6
1995,320,1,2,2,1,7,1,6,4,5,5
1978,320,1,1,1,7,9,9,9,9,4,0
1987,320,2,1,1,7,9,7,9,4,9,6
1999,320,2,2,3,1,1,2,6,4,4,1
1959,320,3,1,1,1,7,2,6,5,5,6
1962,320,3,1,1,7,7,2,2,8,5,6
1974,320,3,1,1,1,1,2,2,9,4,0
1986,320,3,1,1,1,1,1,5,9,3,0
1964,320,1,1,5,1,4,2,3,9,4,4
1980,320,2,1,3,1,1,5,5,9,3,0
1960,320,2,1,1,1,1,6,6,9,3,0
1977,320,2,2,1,1,1,6,6,4,4,1
1998,320,2,1,3,1,1,6,6,9,3,0
1967,320,1,1,1,1,1,6,6,5,6,2
1992,320,1,2,1,1,1,6,6,5,1,5
1975,320,1,2,2,1,2,8,3,9,3,0
1973,320,1,1,1,7,5,3,6,5,4,2
2001,320,1,2,1,1,9,6,5,5,1,5
1976,320,3,1,3,1,1,6,6,7,4,6
1985,320,2,2,1,1,1,6,6,7,2,1
1965,320,3,1,1,1,1,4,2,4,5,6
1991,320,3,1,2,7,5,4,6,8,4,6
1956,320,2,1,2,7,2,2,6,4,4,6
1961,320,1,1,2,1,7,10,6,4,5,2
1985,320,1,1,1,1,1,2,6,9,4,0
1970,320,1,2,1,1,1,2,6,7,3,5
1962,320,1,1,2,1,5,10,7,4,5,2
1966,320,1,1,1,1,7,7,6,7,5,0
1958,320,1,2,1,1,7,7,6,9,3,0
1957,320,1,1,1,1,9,2,9,8,5,0
1964,320,2,1,1,4,6,4,6,2,7,6
1972,320,1,1,1,7,9,11,9,7,5,0
1971,320,1,2,1,11,9,5,9,3,5,5
1965,320,1,1,1,5,5,5,5,6,5,0
1957,320,2,1,1,1,6,11,6,3,8,6
1996,320,2,2,1,7,6,11,11,4,7,1
1989,320,1,1,1,5,5,11,11,9,1,0
1976,320,2,1,1,5,9,6,9,4,7,6
1967,320,1,1,1,7,7,2,6,3,11,3
1969,320,1,1,1,7,9,11,9,3,8,2
1987,320,2,1,1,1,7,7,6,7,7,0
1984,320,2,1,1,5,9,11,9,8,8,0
1962,350,3,1,3,1,7,1,5,4,8,6
1978,350,2,1,1,1,9,1,9,2,12,3
1982,350,2,2,1,1,9,1,9,3,7,1
1964,350,2,1,1,1,6,5,6,3,10,6
1967,350,2,1,1,1,7,7,7,3,7,6
1990,350,2,2,1,1,7,1,5,3,6,1
1978,350,1,1,1,7,2,7,6,3,9,2
1979,350,2,1,1,1,9,1,9,7,9,0
1978,350,1,1,1,1,5,1,5,5,8,2
1961,350,1,2,2,7,6,6,7,3,6,5
1960,350,1,1,2,1,1,5,6,4,6,2
1990,350,1,1,1,1,1,7,7,2,9,2
1988,350,1,2,1,1,1,1,6,4,6,5
1973,350,1,1,1,1,9,1,9,4,10,2
1990,350,2,1,1,1,5,1,5,4,8,6
1955,350,2,2,1,1,6,5,6,3,4,1
1990,350,1,2,2,1,6,1,6,3,6,5
1970,350,1,2,2,1,6,5,6,3,6,5
1983,350,2,1,3,1,1,5,6,5,9,6
1978,350,2,1,1,1,1,1,5,5,9,6
1962,350,3,2,3,1,9,1,9,5,7,1
1961,350,3,2,5,1,9,1,9,4,6,4
1966,350,3,1,1,1,1,5,6,3,8,6
1990,350,3,2,1,1,5,1,5,5,6,1
1964,350,3,1,1,1,5,1,5,5,7,6
1984,350,1,1,1,1,5,7,5,2,11,3
1979,350,1,1,1,7,5,7,5,5,9,2
1970,350,2,1,1,1,6,7,6,3,9,6
1960,350,2,2,1,1,6,1,6,3,6,1
1988,350,1,1,1,1,9,1,9,5,14,3
1974,350,1,1,5,1,9,1,9,7,10,4
1980,350,1,1,1,1,4,1,4,1,12,3
1990,350,2,1,1,1,6,1,6,4,8,6
1985,350,2,2,1,1,6,1,6,3,5,1
1980,350,1,1,1,1,5,7,5,5,5,2
1992,350,2,1,1,1,5,1,5,3,8,6
1963,350,2,2,1,1,5,1,5,3,4,1
1966,350,2,1,1,1,9,7,9,2,8,6
1957,350,2,2,1,1,9,7,9,3,6,1
1994,350,2,1,1,7,5,7,7,3,7,6
1977,350,2,2,3,1,9,1,9,5,5,1
1993,350,2,2,5,1,9,1,9,4,4,4
1960,350,1,1,1,7,9,7,9,2,11,3
1981,350,1,2,3,5,8,5,5,3,11,5
1963,350,1,1,1,5,6,8,6,2,16,3
1970,350,2,2,1,1,9,5,2,3,7,1
1975,350,3,2,2,1,6,5,9,3,8,1
1966,350,3,2,2,1,9,7,6,4,6,1
1987,350,1,1,1,5,9,1,6,3,10,3
1956,350,1,2,1,5,6,1,6,3,7,5
1984,350,2,1,1,1,9,10,6,3,9,6
1976,350,2,1,1,7,5,5,1,4,7,6
1964,350,1,1,1,1,6,1,8,8,11,0
1959,350,2,1,1,5,9,5,6,5,13,3
1955,350,2,2,1,1,9,5,9,5,1,1
1975,350,3,1,2,1,9,5,9,3,9,6
1979,350,2,1,1,1,9,1,6,3,9,6
1979,350,2,2,2,5,6,8,6,3,7,1
1978,350,2,2,2,7,5,5,6,3,9,1
1982,350,1,1,1,1,5,5,6,3,9,2
1976,350,1,2,1,1,5,5,6,5,9,5
1985,350,1,1,1,5,9,5,9,1,17,3
1971,350,1,1,1,1,8,8,5,3,9,2
1964,350,1,1,1,5,6,10,6,4,11,3
1970,350,1,2,3,1,8,5,8,3,7,5
1960,350,1,1,1,7,5,5,5,7,11,0
1982,350,1,2,1,1,5,1,6,3,7,5
1956,350,1,1,2,5,1,5,6,4,11,3
1982,350,1,1,1,8,8,5,5,3,11,3
1976,350,1,1,1,1,1,8,6,3,11,3
1981,350,2,1,1,7,6,7,6,3,9,6
1961,350,2,2,3,1,9,5,9,5,5,1
1955,350,3,1,3,1,1,1,9,4,5,6
1965,350,2,1,1,1,1,1,6,4,7,6
1956,350,2,1,1,1,6,8,6,3,6,6
1962,350,1,1,1,7,6,1,6,5,9,2
1975,350,2,1,1,7,6,7,6,3,8,6
1998,350,2,1,1,1,1,1,1,7,5,0
1985,350,1,2,2,1,9,1,9,5,7,5
1968,350,1,2,5,1,9,1,9,4,5,4
1975,350,1,1,3,1,1,1,6,9,4,0
1960,350,1,2,5,1,8,7,8,4,9,4
1962,350,1,2,5,1,9,1,9,4,5,4
1974,350,2,1,1,8,6,8,6,3,7,6
1958,350,2,2,1,1,6,8,6,3,5,1
1982,350,1,1,1,1,6,1,5,3,10,3
1983,350,1,1,1,8,6,8,6,3,8,2
1959,350,1,1,1,1,9,1,9,3,9,2
1969,350,1,1,5,8,8,8,8,5,8,4
1964,350,2,1,1,1,9,5,6,3,7,6
1958,350,1,1,1,7,5,7,9,3,8,2
1961,350,1,2,1,1,9,1,9,4,4,5
1991,350,3,1,3,7,8,7,8,4,6,6
1983,350,3,1,2,7,9,7,9,3,7,6
1988,350,2,2,2,8,1,8,6,3,5,1
1956,350,1,1,1,5,9,5,9,4,8,2
1965,350,1,1,1,7,2,7,2,8,7,0
1956,350,1,2,1,1,2,1,7,5,4,5
1992,350,1,1,1,5,6,5,6,3,8,2
1978,350,1,2,1,1,9,1,9,3,6,5
1985,350,2,1,1,5,9,5,9,8,7,0
1968,350,1,1,1,5,7,5,7,3,8,2
1985,350,1,1,1,1,6,4,6,2,7,2
1969,350,1,2,1,7,6,7,6,3,8,5
1981,350,2,1,1,5,4,5,4,1,7,6
1991,350,2,2,1,1,6,1,6,5,4,1
1977,350,1,1,1,1,5,4,5,7,7,0
1979,350,1,2,1,1,6,1,6,4,6,5
1978,350,1,1,2,2,6,2,6,2,7,2
1970,350,1,1,1,1,2,1,6,8,7,0
1979,350,2,1,1,4,7,4,7,3,6,6
1988,350,2,2,1,2,6,2,6,3,6,1
1990,350,1,1,2,5,6,5,6,3,7,2
1959,350,1,2,1,1,6,1,6,3,6,5
1957,350,2,1,2,1,5,2,6,2,8,6
1967,350,2,1,2,7,6,7,6,3,6,6
1981,350,2,1,2,7,2,7,2,3,5,6
1965,350,1,1,1,1,1,1,4,8,7,0
1987,350,1,2,1,1,6,1,6,5,5,5
1960,350,1,2,1,1,6,1,6,4,7,5
1986,350,2,1,1,5,6,5,6,2,9,6
1971,350,2,2,1,1,2,1,2,3,7,1
1965,350,1,1,1,5,6,5,6,7,7,0
1968,350,1,2,1,1,2,1,2,4,6,5
1968,350,2,1,1,5,2,5,7,3,6,6
1973,350,2,2,1,1,2,1,2,5,6,1
1979,350,1,2,1,1,6,1,6,4,6,5
1991,350,1,1,1,1,9,4,9,3,7,2
1987,350,1,2,1,1,9,1,9,4,6,5
1986,350,1,1,1,1,7,1,7,3,7,2
1963,350,1,2,1,1,6,1,6,3,6,5
1985,350,2,2,1,1,2,1,2,5,5,1
1984,350,2,2,2,7,2,7,2,3,5,1
1995,350,1,2,1,1,6,1,6,3,6,5
1968,350,3,1,2,7,6,7,6,2,8,6
1972,350,3,2,2,5,6,5,6,3,6,1
1990,350,2,1,1,7,6,7,6,4,6,6
1985,350,2,2,1,1,9,1,9,4,6,1
1985,350,3,2,2,7,6,7,6,3,6,1
1967,350,3,2,2,7,2,7,2,3,6,1
1988,350,1,1,1,1,5,1,5,9,4,0
1957,350,3,1,2,10,7,10,7,3,6,6
1965,350,1,1,1,5,7,5,7,2,9,2
1970,350,1,1,1,5,1,1,8,9,5,0
1969,350,2,2,2,7,6,7,6,2,8,1
1971,350,2,2,2,1,5,1,6,3,7,1
1985,350,3,2,3,1,9,1,9,4,6,1
1963,350,2,1,1,1,6,7,6,3,6,6
1964,350,2,2,1,7,7,7,5,3,6,1
1971,350,1,1,1,1,1,1,5,8,7,0
1962,350,1,1,1,1,1,1,5,2,11,3
1962,350,1,2,1,1,1,1,5,5,5,5
1988,350,1,2,5,1,9,1,9,4,5,4
1973,350,1,2,5,1,9,1,9,4,4,4
1956,350,3,1,1,7,9,7,9,7,6,6
1963,350,3,1,1,7,9,7,9,5,5,6
1989,350,1,1,1,1,5,7,5,8,8,0
1972,350,1,1,1,1,6,7,6,3,12,3
1977,350,1,1,1,1,1,1,4,1,9,2
1974,350,1,2,1,1,10,1,6,3,7,5
1961,350,2,1,2,1,8,8,6,2,12,3
1955,350,1,2,3,1,6,2,8,1,7,5
1960,350,2,2,3,7,10,5,6,3,8,1
1969,350,3,1,1,1,1,5,6,7,12,6
